# gaia_filtered
1818.000000	120.819989	154.719565	5255053088398863360.000000	14.668367	14.850731	14.351653	0.499078	155.199240	-59.656859
2121.000000	39.586614	141.433545	5255053706874101760.000000	15.804808	16.100029	15.347383	0.752646	155.153939	-59.660858
1914.000000	25.911039	27.686633	5255053294557169664.000000	13.652627	13.796354	13.387816	0.408538	155.147021	-59.692785
1872.000000	12.075133	-6.315085	5255053191477925888.000000	11.657941	11.795596	11.389027	0.406569	155.139497	-59.702360
1951.000000	-27.085155	99.712226	5255053363276656640.000000	13.905987	14.072741	13.613523	0.459217	155.116939	-59.672766
2080.000000	-36.121796	172.522498	5255053603794857984.000000	13.609610	14.317638	12.792304	1.525334	155.111445	-59.652386
2013.000000	-62.839658	85.374280	5255053466355842048.000000	14.768653	14.941976	14.462730	0.479245	155.097038	-59.676895
2079.000000	-75.805292	190.080579	5255053603794844672.000000	16.766462	17.217175	16.155113	1.062061	155.089173	-59.647586
1995.000000	-83.089222	80.209600	5255053462036496384.000000	14.364630	14.596078	13.972518	0.623560	155.085747	-59.678404
2095.000000	-96.054922	166.861414	5255053638154559488.000000	15.237327	15.458303	14.851462	0.606841	155.077996	-59.654155
1973.000000	-100.389905	41.801862	5255053427676755968.000000	16.976580	17.478836	16.308989	1.169847	155.076297	-59.689221
2108.000000	-105.475095	189.738600	5255053672514307072.000000	15.360823	15.610134	14.952356	0.657778	155.072602	-59.647770
1086.000000	-232.191203	-125.797770	5255051469166159872.000000	16.261408	16.736866	15.593770	1.143096	155.003451	-59.736568
1740.000000	128.462441	63.333316	5255052882240389120.000000	13.945198	14.090635	13.679514	0.411121	155.204135	-59.682447
1819.000000	119.988036	161.165287	5255053088398866432.000000	16.377439	16.792650	15.788866	1.003784	155.198731	-59.655055
2119.000000	59.482862	97.451251	5255053706874088448.000000	15.349383	15.671065	14.855142	0.815924	155.165343	-59.673120
1580.000000	36.394630	0.951188	5255052538642917376.000000	14.040264	14.227118	13.712674	0.514443	155.153056	-59.700245
1503.000000	1.852275	-71.992173	5255052396879116288.000000	16.825748	17.232510	16.154663	1.077847	155.134189	-59.720802
1910.000000	1.409258	35.448035	5255053294557159424.000000	14.069603	14.212537	13.793245	0.419291	155.133268	-59.690689
1950.000000	-21.224945	88.411487	5255053363276652544.000000	15.601258	15.855137	15.182523	0.672614	155.120284	-59.675915
1897.000000	-24.533550	47.916010	5255053260197414912.000000	13.813376	13.981204	13.506514	0.474690	155.118682	-59.687276
1952.000000	-25.508688	106.072482	5255053363276660736.000000	16.151007	16.487734	15.634553	0.853181	155.117781	-59.670978
1894.000000	-60.921865	56.929585	5255053260197394432.000000	12.687347	12.831760	12.415463	0.416297	155.098279	-59.684862
1117.000000	-97.896840	-192.828869	5255051507850582016.000000	13.674567	13.924533	13.253572	0.670961	155.079052	-59.754980
1980.000000	-116.649696	34.865783	5255053431996043264.000000	17.186689	17.697130	16.506355	1.190775	155.067243	-59.691213
2046.000000	-134.816434	122.162391	5255053535075296256.000000	17.021967	17.531195	16.338007	1.193188	155.056592	-59.666797
2850.000000	-159.644408	219.164553	5255056593092826112.000000	17.316425	17.819092	16.631021	1.188070	155.042183	-59.639678
1911.000000	9.478045	27.578146	5255053294557160448.000000	13.241021	13.396309	12.948872	0.447437	155.137831	-59.692869
1040.000000	-195.318610	-173.202761	5255051400446645248.000000	16.687157	17.077785	16.131409	0.946377	155.024355	-59.749756
1906.000000	12.403881	27.274371	5255053294536684544.000000	14.935738	15.081759	14.558311	0.523449	155.139469	-59.692944
