# uv_filtered
21.000000	221.878550	-244.607170	15.713000	5309183145338379264.000000	2.432000
29.000000	188.506600	-127.668930	20.177000	5309186203355104256.000000	2.810300
34.000000	181.886580	167.287690	20.471000	5309188127500492800.000000	3.176200
41.000000	168.395590	-30.732740	18.245000	5309187886982295552.000000	2.661000
42.000000	167.648370	74.208210	15.901000	5309187990061394944.000000	2.318600
70.000000	95.028830	-41.719970	15.537000	5309186443873146880.000000	2.443000
71.000000	93.716050	85.144900	20.092000	5309188711615893504.000000	2.804400
74.000000	88.588480	55.232020	18.374000	5309188711615889408.000000	2.698100
81.000000	74.165970	-37.532140	17.130000	5309186443873144832.000000	2.535200
86.000000	60.463640	94.126070	17.138000	5309188780335368192.000000	2.505600
88.000000	57.914700	-53.292950	18.470000	5309186443873139712.000000	2.741600
91.000000	53.566390	-60.707320	16.903000	5309186340793922560.000000	2.508100
93.000000	48.775600	-67.977680	20.088000	5309186340793920512.000000	2.726500
94.000000	46.121520	12.159170	17.969000	5309187199787393024.000000	2.720600
97.000000	43.255530	26.812030	16.813000	5309187199787394048.000000	2.425000
99.000000	40.211390	9.064880	17.714000	5309187199787390976.000000	2.673000
111.000000	17.756680	10.257240	15.567000	5309187268506863616.000000	2.395200
114.000000	13.165160	114.981730	16.259000	5309187509025045504.000000	2.349400
115.000000	8.083260	-130.501940	17.468000	5309187062348419072.000000	4.018500
117.000000	5.430070	-35.713800	18.831000	5309187096708163584.000000	2.758100
123.000000	-7.666600	-134.857920	20.430000	5309186684391294976.000000	2.879700
125.000000	-17.321970	38.013290	16.459000	5309187268506863616.000000	2.395600
128.000000	-27.664130	-80.608270	18.895000	5309187131068022784.000000	2.770800
132.000000	-48.827270	73.934320	16.429000	5309187474665294848.000000	2.253700
143.000000	-70.252270	63.197770	16.394000	5309187435993764864.000000	2.527600
156.000000	-88.794300	179.575970	18.398000	5309199294416520192.000000	2.696500
170.000000	-125.256320	-3.114270	18.338000	5309187027988680704.000000	2.712500
180.000000	-168.748500	-59.137170	19.822000	5309186989314055168.000000	2.783300
183.000000	-176.871640	120.457630	19.396000	5309199225697033216.000000	2.780200
198.000000	-271.270720	69.915930	18.806000	5309199019538641920.000000	2.721200
227.000000	259.341640	-48.683150	19.231000	5309187646464135168.000000	2.784600
246.000000	218.342600	-184.661770	18.880000	5309186100276011008.000000	2.705900
250.000000	208.566370	-302.620110	18.900000	5309183007899417600.000000	2.755500
276.000000	149.010570	-194.980300	18.924000	5309186065916138496.000000	2.819600
278.000000	149.347940	-110.632530	18.852000	5309186168995363840.000000	2.781100
282.000000	138.967620	-93.774470	20.491000	5309186370838753280.000000	2.825000
287.000000	130.277990	-166.954700	19.844000	5309186065916139520.000000	2.942600
289.000000	121.910140	-320.667920	18.279000	5309185584879781888.000000	2.700000
296.000000	115.057480	77.641980	20.413000	5309188711615895552.000000	2.789600
308.000000	92.466240	-23.574360	18.910000	5309186478233012224.000000	2.740000
309.000000	88.043030	-296.091960	16.769000	5309185653599257600.000000	2.422500
315.000000	83.357890	26.147020	20.858000	5309187234147137536.000000	2.824300
322.000000	69.498120	-139.373930	17.607000	5309186237714828288.000000	2.535200
327.000000	66.761950	-34.756640	17.088000	5309186443873143808.000000	2.477700
328.000000	66.310050	-7.180440	19.056000	5309187199787392000.000000	2.740300
337.000000	54.056800	12.012510	17.418000	5309187199787593728.000000	2.500100
338.000000	53.270440	-3.359210	18.297000	5309187199787515904.000000	2.655600
347.000000	34.863980	64.974230	18.378000	5309187302866613248.000000	2.757500
351.000000	30.304400	-139.684810	18.063000	5309186306434300928.000000	2.670200
354.000000	30.498460	-15.412820	16.570000	5309187199787384832.000000	2.458200
355.000000	28.271080	-188.896440	18.451000	5309185928477171712.000000	2.884900
360.000000	23.456990	-110.343560	18.039000	5309186306434177024.000000	2.617700
362.000000	19.355570	-28.586960	18.193000	5309187096708167680.000000	2.680300
363.000000	18.236730	-33.482820	19.371000	5309187096708165632.000000	2.818900
381.000000	-17.860230	-50.186770	16.700000	5309187131047234560.000000	4.938700
386.000000	-24.731260	167.252290	20.522000	5309187573438284800.000000	2.779600
396.000000	-35.304340	30.054120	18.276000	5309187371586202624.000000	2.627100
404.000000	-51.265280	41.497500	18.900000	5309187371586074624.000000	2.725100
408.000000	-58.237310	57.226940	19.758000	5309187367273726976.000000	2.782300
418.000000	-66.941250	23.995290	17.648000	5309187371586070528.000000	2.667900
421.000000	-76.351850	-63.957250	18.084000	5309186959269326848.000000	2.616400
423.000000	-79.329050	100.453240	18.271000	5309187440305556480.000000	2.647500
424.000000	-81.225910	-61.439820	17.944000	5309186959269201920.000000	2.441500
427.000000	-82.969580	153.587300	16.003000	5309199294416518144.000000	2.415900
