1	146.23478	-54.135	18.364
2	146.23275	-54.13237	19.088
3	146.22947	-54.11631	20.435
4	146.22771	-54.13752	20.318
5	146.22661	-54.11737	16.459
6	146.21704	-54.09449	20.346
7	146.21494	-54.11093	18.068
8	146.21216	-54.16325	20.348
9	146.20965	-54.16849	20.587
10	146.20634	-54.13971	18.348
11	146.20645	-54.10064	16.444
12	146.20405	-54.12291	20.308
13	146.2027	-54.11371	20.318
14	146.19953	-54.14205	19.659
15	146.19405	-54.16989	19.103
16	146.19349	-54.11524	20.503
17	146.19146	-54.15122	20.183
18	146.19012	-54.15838	19.056
19	146.18849	-54.19205	18.125
20	146.18447	-54.1084	18.793
21	146.18302	-54.18068	15.713
22	146.18258	-54.10895	18.531
23	146.17818	-54.12446	16.783
24	146.17599	-54.14431	18.279
25	146.17607	-54.10493	20.171
26	146.17104	-54.15738	20.123
27	146.1687	-54.08134	19.26
28	146.16731	-54.14083	17.758
29	146.16711	-54.14821	20.177
30	146.16474	-54.19456	18.999
31	146.1636	-54.16894	17.574
32	146.16317	-54.18406	19.509
33	146.16306	-54.14416	20.361
34	146.1638	-54.06628	20.471
35	146.16196	-54.15869	19.002
36	146.16092	-54.1499	19.136
37	146.16013	-54.18743	16.714
38	146.1614	-54.07867	20.71
39	146.15854	-54.1019	19.085
40	146.15822	-54.11411	18.884
41	146.15752	-54.12129	18.245
42	146.15711	-54.09214	15.901
43	146.15645	-54.08793	19.68
44	146.15456	-54.09649	19.276
45	146.1546	-54.07257	20.461
46	146.15365	-54.10874	20.23
47	146.15257	-54.16054	18.215
48	146.15277	-54.08095	16.387
49	146.15117	-54.16528	19.296
50	146.15104	-54.08779	20.04
51	146.14598	-54.15456	16.803
52	146.14426	-54.2109	20.35
53	146.14554	-54.09526	20.708
54	146.14516	-54.11699	18.608
55	146.14351	-54.19894	20.033
56	146.14165	-54.19602	14.913
57	146.1406	-54.13374	20.144
58	146.13999	-54.17022	15.29
59	146.13952	-54.14566	18.912
60	146.13905	-54.10651	15.061
61	146.13662	-54.10246	19.3
62	146.1338	-54.19291	19.061
63	146.13439	-54.08784	19.278
64	146.13248	-54.18751	20.406
65	146.13273	-54.05403	20.485
66	146.12913	-54.06704	18.909
67	146.12362	-54.17526	19.624
68	146.12451	-54.05558	20.245
69	146.12317	-54.09713	15.009
70	146.12275	-54.12436	15.537
71	146.12209	-54.08912	20.092
72	146.1204	-54.05287	19.723
73	146.11852	-54.17875	20.249
74	146.11967	-54.09743	18.374
75	146.11875	-54.07766	18.134
76	146.1175	-54.15074	16.281
77	146.11657	-54.11772	20.433
78	146.11497	-54.08606	17.638
79	146.11498	-54.04814	20.443
80	146.11336	-54.11792	17.845
81	146.11286	-54.1232	17.13
82	146.10924	-54.13152	20.538
83	146.10592	-54.21184	20.251
84	146.10615	-54.1651	16.814
85	146.10723	-54.06447	18.013
86	146.10634	-54.08663	17.138
87	146.10541	-54.11719	19.147
88	146.10516	-54.12758	18.47
89	146.1059	-54.07581	19.639
90	146.10372	-54.1004	17.969
91	146.1031	-54.12964	16.903
92	146.10353	-54.07997	20.229
93	146.10083	-54.13166	20.088
