SOURCE_ID,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_bp_rp_excess_factor,phot_g_mean_flux,duplicated_source,l,b
5255027829666072960,154.95454281024922,0.20151090621948242,-59.774623429711816,0.17526890337467194,0.26386246247917083,0.20909669995307922,1.261915922164917,2.4270617961883545,,1.5541476011276245,-61.34487839572311,2.0541272163391113,58.811283111572266,27,17.9362735748291,18.14181137084961,16.647634506225586,1.4941768646240234,1.9794703722000122,1260.1933749374018,False,284.90156146777207,-2.320542462586012
5255027829671219328,154.96227788992923,0.06482655555009842,-59.776829735415056,0.059532102197408676,0.6116139847293791,0.07143963128328323,8.561269760131836,0.9870708584785461,1.4732311964035034,,-61.343407745226095,0.0,0.0,28,17.544593811035156,18.075172424316406,16.86484146118164,1.2103309631347656,1.2321256399154663,1807.627702387641,False,284.9060314946259,-2.3202586641800034
5255027833965186560,154.96115716101798,0.13787946105003357,-59.7828113750181,0.12804549932479858,0.3394725239300193,0.1585220992565155,2.141484022140503,1.0007503032684326,,1.430084466934204,-61.34777751805653,0.0,0.0,27,18.80100440979004,19.42917823791504,18.00800323486328,1.4211750030517578,1.2804301977157593,568.2575557358421,False,284.9088343536361,-2.325574216569575
5255027833965200128,154.9547694722497,0.13955020904541016,-59.77794128294393,0.12479213625192642,0.1150151986264921,0.15131445229053497,0.760107159614563,0.9546082019805908,,1.4188923835754395,-61.346981421015094,0.0,0.0,28,18.76609992980957,19.519742965698242,17.94447898864746,1.5752639770507812,1.2593928575515747,586.8227095242029,False,284.9034741147868,-2.3232570443132854
5255027833965218688,154.97608079036758,0.10833149403333664,-59.786696117535584,0.09417494386434555,0.758572160086202,0.1170385554432869,6.481386661529541,1.0346120595932007,,1.4259581565856934,-61.3446949059774,0.2968304753303528,0.7168099880218506,28,18.288728713989258,19.037870407104492,17.43456268310547,1.6033077239990234,1.2881966829299927,910.8674205816673,False,284.9172533229907,-2.324717667858362
5255027833965224704,154.9729084980042,0.04406901076436043,-59.783963575629386,0.04019657522439957,0.3044466628422299,0.05010935664176941,6.0756449699401855,1.014951229095459,,1.4946703910827637,-61.344092427914745,0.0,0.0,28,16.80842399597168,17.103759765625,15.923291206359863,1.1804685592651367,1.5036885738372803,3561.0425337526367,False,284.9144199166114,-2.323303320684896
5255027833989977600,154.96803146921297,0.18563218414783478,-59.77951608203035,0.17777524888515472,-0.19888285456825106,0.21484661102294922,-0.9256969690322876,1.2781065702438354,,1.4145796298980713,-61.34300343788316,1.333872675895691,6.444205284118652,28,18.960752487182617,19.46917724609375,17.99117660522461,1.4780006408691406,1.4821618795394897,490.50752770190593,False,284.9099285758122,-2.320922949848693
5255030788902717056,154.94313465480536,0.11335785686969757,-59.769367196982905,0.10688699036836624,0.25723993715459725,0.12963449954986572,1.984347939491272,1.047600269317627,,1.4363350868225098,-61.34572660399101,0.31955763697624207,0.6645177006721497,28,18.503253936767578,18.95423126220703,17.643709182739258,1.3105220794677734,1.4077465534210205,747.5583201875739,False,284.8938716328794,-2.3192865308863975
5255030788927465856,154.93986278123987,0.14660197496414185,-59.7705497063987,0.1384926438331604,0.3305324092161157,0.1685008555650711,1.961606740951538,0.9874194264411926,,1.3297467231750488,-61.347744682130724,0.0,0.0,28,18.94417953491211,19.785751342773438,18.071075439453125,1.7146759033203125,1.2747771739959717,498.05233912260525,False,284.89313970555116,-2.321177849642996
5255030788927470208,154.9396837432041,0.11707622557878494,-59.768637089697876,0.11267416179180145,0.8833542696140816,0.1360941380262375,6.490759372711182,1.1910483837127686,,1.3892323970794678,-61.34655054145757,0.7553325891494751,4.838122844696045,27,18.313398361206055,18.97638702392578,17.36475944519043,1.6116275787353516,1.4022773504257202,890.4048135344209,False,284.89201638682715,-2.3196265754224847
5255030788927471360,154.94209928656605,0.1289680153131485,-59.76954956954341,0.12730616331100464,0.2660962121749073,0.1483561098575592,1.793631672859192,0.9988382458686829,1.3979461193084717,,-61.34623865660274,0.0,0.0,25,18.695785522460938,19.450489044189453,17.70938491821289,1.7411041259765625,1.4060715436935425,626.0841658527131,False,284.89353491697136,-2.3197244907344925
5255030788934348544,154.94695825022308,0.132144033908844,-59.77429183362466,0.12273167818784714,0.17295438537048627,0.14862985908985138,1.1636584997177124,1.0263715982437134,,1.224847674369812,-61.34752900392204,0.4796137809753418,1.217068076133728,27,18.666656494140625,20.0875244140625,17.430908203125,2.6566162109375,1.5096843242645264,643.1081003908189,False,284.8981816174945,-2.3223544368567417
5255038657308441984,155.19974235618542,0.047879334539175034,-59.81073922091603,0.04397665709257126,0.4287078754467416,0.053533293306827545,8.008247375488281,1.5586410760879517,1.5184385776519775,,-61.276006188426734,0.47253847122192383,20.045982360839844,28,16.249225616455078,16.6357364654541,15.645466804504395,0.990269660949707,1.2420339584350586,5960.142309492712,False,285.0247484565763,-2.28348472558548
5255038687343316096,155.2189424186133,0.03220437094569206,-59.8074778599074,0.02865801565349102,0.3849169347363416,0.03611532226204872,10.657995223999023,0.9982829689979553,1.5029374361038208,,-61.266599754676974,0.0,0.0,27,16.311946868896484,16.757240295410156,15.692793846130371,1.0644464492797852,1.225743055343628,5625.592531050767,False,285.0310803103989,-2.275495118759132
5255038687344986496,155.2120815641355,0.08100367337465286,-59.80750283779039,0.0706300288438797,0.3850680877198993,0.08916006237268448,4.318840503692627,1.077823281288147,1.4157317876815796,,-61.269208340727836,0.19875997304916382,0.5388609170913696,28,17.9516544342041,18.647058486938477,17.104991912841797,1.5420665740966797,1.3002877235412598,1242.4663152681237,False,285.02819644912245,-2.2773930525570334
5255038687344997120,155.2106757375746,0.08380254358053207,-59.8000339153472,0.07446623593568802,0.2474043762600249,0.09202113747596741,2.6885604858398438,0.9755368232727051,1.4281646013259888,,-61.26480950812882,0.0,0.0,27,18.051645278930664,18.73992919921875,17.240375518798828,1.4995536804199219,1.2733564376831055,1133.1540150766832,False,285.02353608776434,-2.2715108758866682
5255038687348199424,155.20978378509224,0.040367577224969864,-59.80476917554994,0.0366685688495636,0.7248056187028187,0.04744411259889603,15.277040481567383,0.9763971567153931,1.4534993171691895,,-61.26827220947804,0.0,0.0,26,16.728845596313477,17.30710792541504,16.013181686401367,1.2939262390136719,1.2394839525222778,3831.8494964119586,False,285.02573763945475,-2.275728074386251
5255038687348200192,155.21159417150164,0.058502838015556335,-59.80305058196663,0.05289897322654724,0.7858290549169287,0.06661129742860794,11.797234535217285,0.992602527141571,1.4371521472930908,,-61.26645381232293,0.0,0.0,26,17.4533748626709,18.08327865600586,16.71349334716797,1.3697853088378906,1.2380610704421997,1966.0604304118804,False,285.0255665042694,-2.273790697078783
5255038687348200704,155.21349783010143,0.07579191774129868,-59.80228262564593,0.0667831227183342,0.4742216874587821,0.0835488960146904,5.67597770690918,0.976455569267273,1.464522361755371,,-61.26522762979097,0.0,0.0,28,17.87071418762207,18.40888214111328,17.18670082092285,1.2221813201904297,1.232122778892517,1338.630551540585,False,285.02595242707514,-2.2726254227461027
5255038687348201728,155.21766040994714,0.09571523219347,-59.81094530844903,0.07994064688682556,0.37850281803294,0.09831767529249191,3.8497941493988037,1.0190907716751099,1.425113320350647,,-61.26937259087207,0.0,2.098128774194398e-15,26,18.122926712036133,18.804840087890625,17.323389053344727,1.4814510345458984,1.2660706043243408,1061.148665272098,False,285.0324265463282,-2.2787553863257104
5255038687348201984,155.2179929360398,0.09839383512735367,-59.808446791733836,0.08795543015003204,0.5592848211737567,0.10868487507104874,5.145930290222168,1.0554758310317993,1.4445300102233887,,-61.267597983995344,0.3762238025665283,1.4495822191238403,27,18.198326110839844,18.8048152923584,17.39669418334961,1.408121109008789,1.2956072092056274,989.9569920525635,False,285.0312067937083,-2.276567898890077
5255038687348204672,155.22971078105124,0.103690966963768,-59.80678933107142,0.08076398074626923,0.22295705578606753,0.1020197793841362,2.185429573059082,0.9500122666358948,1.3934271335601807,,-61.262077023376264,0.0,0.0,26,18.21630096435547,19.001543045043945,17.348527908325195,1.65301513671875,1.2879602909088135,973.7025513540407,False,285.0352536306336,-2.271971912483016
5255038687348594944,155.21095041273196,0.08783784508705139,-59.7978476659561,0.07585898041725159,0.47408172492887835,0.09447557479143143,5.0180344581604,1.0187934637069702,,1.4303172826766968,-61.26326246514106,0.0,0.0,26,18.085262298583984,18.644695281982422,17.291187286376953,1.3535079956054688,1.3078727722167969,1098.605334210943,False,285.0224617534631,-2.269601322221504
5255038691668205952,155.21210127221255,0.04192917048931122,-59.80415942060882,0.03685836121439934,0.28818973238928886,0.04665539786219597,6.176985740661621,1.0836108922958374,1.4844398498535156,,-61.266994128679606,0.15000227093696594,1.2763314247131348,25,16.636917114257812,17.122779846191406,15.968469619750977,1.1543102264404297,1.2426742315292358,4170.424031020249,False,285.0263844032729,-2.2745823222177703
5255038691668212224,155.2163858698478,0.04985269904136658,-59.803278209025386,0.0449584536254406,0.40210454059236433,0.05558047816157341,7.234635829925537,0.9544286727905273,1.4881967306137085,,-61.264793632664755,0.0,0.0,28,17.173431396484375,17.6568660736084,16.516048431396484,1.140817642211914,1.2358148097991943,2544.333453810977,False,285.0277142824805,-2.2726705811775747
5255038721708341120,155.2481699150303,0.14280129969120026,-59.79802518734163,0.12881173193454742,1.1865021364207549,0.16562432050704956,7.163815975189209,1.0006929636001587,1.282449722290039,,-61.24931734385142,0.0,0.0,28,18.957412719726562,20.25848388671875,17.877559661865234,2.3809242248535156,1.3568241596221924,492.01875988395943,False,285.0382833494274,-2.259568286128766
5255038726007127040,155.23828040498628,0.09599945694208145,-59.805353024470676,0.07790958881378174,0.32572207297260836,0.09651217609643936,3.374932289123535,0.9350069761276245,,1.4557961225509644,-61.25789141856676,0.0,0.0,27,18.152482986450195,18.804079055786133,17.25406837463379,1.5500106811523438,1.3608450889587402,1032.6501183257194,False,285.03809189214354,-2.268422942713524
5255038726027981312,155.24649455882863,0.15197932720184326,-59.8023875404937,0.1289757937192917,0.056626620651509356,0.15931545197963715,0.35543709993362427,0.9685240387916565,1.3863998651504517,,-61.25283053146494,0.0,0.0,27,18.910934448242188,19.721202850341797,18.06869888305664,1.6525039672851562,1.258181095123291,513.5380191158399,False,285.03994865381026,-2.263687922392007
5255038726027987968,155.25215873595408,0.06194843724370003,-59.801918957286766,0.054317548871040344,0.22211516195135428,0.06673497706651688,3.3283169269561768,0.9183035492897034,1.1833664178848267,,-61.250381362164454,0.0,0.0,28,17.474607467651367,19.892963409423828,16.065332412719727,3.8276309967041016,1.6196075677871704,1927.9867151456056,False,285.04208696772463,-2.261745972398493
5255038726027991552,155.25597369954687,0.019220754504203796,-59.80192960156254,0.017327912151813507,0.5132232644322733,0.021459462121129036,23.915943145751953,1.0466938018798828,1.5253946781158447,,-61.24894720673374,0.07029987871646881,1.1866960525512695,28,15.168268203735352,15.559418678283691,14.601373672485352,0.9580450057983398,1.2153643369674683,16130.185504759065,False,285.0437047336795,-2.2607119668045685
5255038756068081152,155.25655861918025,0.13789069652557373,-59.78580736836193,0.11753398180007935,1.168734611488587,0.1485159546136856,7.869421005249023,0.986656904220581,1.3336793184280396,,-61.238079141910085,0.0,0.0,27,18.776609420776367,19.771759033203125,17.79447364807129,1.977285385131836,1.3300862312316895,581.1695134411639,False,285.0351830238527,-2.247018691744409
5255038756068081408,155.2571556772998,0.10038772970438004,-59.78784885699935,0.08490915596485138,0.1532791962119491,0.10785963386297226,1.4210987091064453,1.0120370388031006,1.4222221374511719,,-61.23920201861752,0.0,0.0,26,18.319007873535156,19.01273536682129,17.517709732055664,1.495025634765625,1.2633090019226074,885.8165566746783,False,285.0365457716151,-2.248569085832632
5255038760366968960,155.25136388600063,0.09839826822280884,-59.79822831821761,0.08540835976600647,0.37318529464029093,0.10678013414144516,3.49489426612854,0.9917125105857849,1.4462705850601196,,-61.2482448190862,0.0,0.0,27,18.291934967041016,18.818462371826172,17.529245376586914,1.2892169952392578,1.2962809801101685,908.1814259758161,False,285.0397435291253,-2.258865431802736
5255038824787555200,155.24696234113435,0.13701879978179932,-59.79118680227611,0.11236333847045898,0.37040724729031976,0.14400552213191986,2.572174072265625,0.9575284123420715,1.354871392250061,,-61.245257810895204,0.0,0.0,26,18.716814041137695,19.681230545043945,17.800138473510742,1.8810920715332031,1.2775585651397705,614.0741073696981,False,285.0340528564733,-2.254158730820483
5255038824795167872,155.2343718965175,0.12941309809684753,-59.77987443663398,0.11049830913543701,0.24206480829181465,0.14001750946044922,1.7288180589675903,0.9876898527145386,,1.4435566663742065,-61.2425433175914,0.0,0.0,27,18.748849868774414,19.455915451049805,17.912303924560547,1.5436115264892578,1.287689447402954,596.220175927371,False,285.0225759911949,-2.248109002950527
5255038760387735680,155.252920426062,0.026932667940855026,-59.79762354709455,0.02380029298365116,0.518997561779419,0.029987415298819542,17.307178497314453,1.1003373861312866,1.5134670734405518,,-61.247257440542334,0.08285649120807648,0.8551093339920044,28,15.903656005859375,16.324731826782227,15.310444831848145,1.014286994934082,1.2190194129943848,8193.783984676835,False,285.04007232681215,-2.2579321968681394
5255038760387736320,155.24661650355236,0.03289442136883736,-59.794353394091516,0.028034158051013947,0.3391530999775977,0.03560549020767212,9.52530288696289,1.024725317955017,1.4690427780151367,,-61.24747964335729,0.0,2.0097184397753097e-15,28,16.337268829345703,16.873279571533203,15.632863998413086,1.2404155731201172,1.2479841709136963,5495.907573532255,False,285.03562938807676,-2.2569111802603405
5255038760387737088,155.25026812322076,0.02110285498201847,-59.79608183679557,0.018344581127166748,0.2887777994266956,0.023223133757710457,12.434919357299805,0.9749561548233032,1.4721897840499878,,-61.24724142464734,0.0,0.0,28,15.434877395629883,15.959012031555176,14.739870071411133,1.219141960144043,1.245911717414856,12618.15650006559,False,285.0381128457222,-2.2573633515178413
5255038760387755264,155.27137065713177,0.06000825762748718,-59.7973144017429,0.05354591831564903,0.4981391565942911,0.06717898696660995,7.415103912353516,0.9976362586021423,1.4814753532409668,,-61.24008327483044,0.0,3.970116692130843e-15,28,17.56568717956543,18.07948875427246,16.92699432373047,1.1524944305419922,1.2098369598388672,1772.8507441608676,False,285.0477017929734,-2.252628998147782
5255038760387757312,155.2647967107642,0.6608247756958008,-59.79281880978444,0.5841473937034607,1.6905678891940052,0.7303481698036194,2.3147425651550293,24.802112579345703,1.5361263751983643,,-61.2395977748491,8.263331413269043,8958.419921875,27,15.754079818725586,16.0032901763916,15.084187507629395,0.919102668762207,1.3566148281097412,9404.04936094441,False,285.04247860239883,-2.2506518604179613
5255038790422570240,155.21692096921322,0.08652596175670624,-59.7890436657065,0.07459861785173416,0.5999839064084936,0.09310530126094818,6.444143295288086,2.1641714572906494,1.459486722946167,,-61.255193485302634,0.967353880405426,53.05244827270508,28,16.665809631347656,17.19472885131836,15.919022560119629,1.2757062911987305,1.282942771911621,4060.909100777561,False,285.0201910519634,-2.260579914350517
5255038790424215424,155.23483682612473,0.06979838013648987,-59.79644002317864,0.0626545324921608,0.2795547901263256,0.07803122699260712,3.582601547241211,1.0059860944747925,1.4179147481918335,,-61.25330800038638,0.0,1.9802342816725715e-15,28,17.83168601989746,18.522937774658203,17.036466598510742,1.486471176147461,1.2592670917510986,1387.625713827329,False,285.0317869904164,-2.2618844244158587
5255038790424229376,155.2222028308495,0.09903398156166077,-59.78757877636709,0.08478651940822601,0.12431043945682732,0.10786577314138412,1.1524548530578613,0.9659634828567505,1.411611557006836,,-61.252230259804804,0.0,0.0,27,18.331064224243164,19.053577423095703,17.51862144470215,1.5349559783935547,1.262376070022583,876.0348922369284,False,285.0216256032925,-2.257905006645217
5255038790427421568,155.23573141086564,0.11284463852643967,-59.80663339808307,0.09444357454776764,0.5772066641709853,0.11598780751228333,4.976442337036133,0.9771584272384644,1.3982290029525757,,-61.25969957859834,0.0,0.0,27,18.4157657623291,19.218896865844727,17.567584991455078,1.6513118743896484,1.265467882156372,810.2905126311423,False,285.0377118591184,-2.2701945495415394
5255038794747435008,155.21208735837104,0.014345165342092514,-59.79665025201583,0.01298758015036583,0.6671437283755458,0.01590730994939804,41.9394416809082,0.9902353882789612,1.5724965333938599,,-61.26204235419875,0.0,0.0,28,14.496899604797363,14.788590431213379,14.039259910583496,0.7493305206298828,1.1959664821624756,29935.526325154162,False,285.0222900830343,-2.2682854550461458
5255038794747435776,155.22377258304238,0.14637191593647003,-59.80212434427458,0.1307128518819809,0.3164701058154851,0.1653146594762802,1.914349913597107,0.9663125276565552,1.3659952878952026,,-61.261241103142616,0.0,2.030122192925245e-15,28,18.979877471923828,19.868371963500977,18.11884117126465,1.7495307922363281,1.2502496242523193,481.94311710912075,False,285.03020627905187,-2.269681428712702
5255038794747444608,155.232633796758,0.05763191729784012,-59.80237423562522,0.05069483071565628,0.20645026484517864,0.06310706585645676,3.2714285850524902,1.0380525588989258,1.331681251525879,,-61.258058224251,0.2233307808637619,1.3737237453460693,28,17.3518123626709,18.43232536315918,16.337623596191406,2.0947017669677734,1.3393197059631348,2158.846606948485,False,285.03408555974784,-2.267467236052416
