 1    338.08989    -39.40022 19.559
 2    322.06774    -90.15257 20.068
 3    314.45173   -129.44463 19.907
 4    291.39552    -45.83025 20.628
 5    288.37132   -141.15136 20.132
 6    289.15271     40.93549 17.374
 7    278.14108    -85.72306 20.106
 8    272.01648   -193.81749 17.725
 9    261.02475   -195.37714 18.619
 10    258.27810   -207.86326 19.903
 11    255.81353     14.80275 19.781
 12    253.00286   -121.23573 17.878
 13    252.03044   -230.31409 20.432
 14    245.24731    -98.57561 20.715
 15    240.35672    -66.74165 20.335
 16    240.61712     54.65015 20.436
 17    232.62780   -233.76699 19.353
 18    226.40487     62.56169 16.607
 19    222.91978    -82.65615 20.402
 20    218.72925   -181.43273 19.544
 21    220.12203     74.92135 17.681
 22    213.98933    141.92855 18.002
 23    212.11759     28.89160 17.71
 24    210.77735     41.60197 20.609
 25    209.04042     87.68510 17.544
 26    208.78473    128.97763 19.734
 27    203.03081      5.11120 19.437
 28    192.82046   -268.61666 20.571
 29    185.73787    -43.46099 17.274
 30    184.33239     46.61331 20.689
 31    176.27087   -259.59121 20.124
 32    179.14803    152.53331 20.336
 33    175.67982    -43.51790 20.703
 34    176.66025    167.36900 16.645
 35    173.03693     50.44605 19.663
 36    169.48759   -211.98933 19.908
 37    165.70101    -12.36372 16.966
 38    161.52325   -269.97452 18.802
 39    157.74088   -293.83756 19.544
 40    159.40764     62.45286 16.675
 41    146.04285     10.01773 17.979
 42    141.55788    -66.11700 18.677
 43    133.15558   -244.70367 19.893
 44    132.65491     41.53323 18.81
 45    132.82354    161.73718 17.165
 46    111.17387   -103.27314 13.15
 47    105.65126   -296.15646 17.019
 48    103.82796   -246.61876 15.578
 49    105.73303     24.27983 20.037
 50    104.57639    -73.49521 19.015
 51    103.71958     91.02562 20.43
 52    101.09910     65.50383 19.855
 53     96.42838    -26.11239 19.524
 54     97.01321    159.28726 20.337
 55     91.66407   -273.46492 18.286
 56     84.64298   -311.22386 19.905
 57     86.45881   -103.32485 17.289
 58     84.35241   -338.07973 20.06
 59     84.57767   -197.96760 16.247
 60     84.03046    -46.65911 18.619
 61     84.31940    159.00879 20.125
 62     79.28279   -363.42036 19.855
 63     84.24507    234.93294 19.727
 64     79.55092    -94.57209 20.461
 65     79.49553    -68.50804 16.646
 66     78.89252    258.80459 20.105
 67     77.56642    177.80533 16.43
 68     76.48559    165.63801 19.814
 69     75.22657     71.53475 20.189
 70     72.46585    -16.62759 19.419
 71     67.54611    180.54736 18.332
 72     66.82301    188.61177 19.109
 73     66.83969    251.61184 20.212
 74     59.74011   -118.68064 20.763
 75     58.42011     40.36805 19.603
 76     54.01260    259.71827 20.652
 77     51.58073    148.44321 18.716
 78     47.16561     18.23298 18.244
 79     44.23290   -251.11806 20.153
 80     46.45741    254.89740 18.977
 81     44.34092     42.60605 20.447
 82     40.16883    116.91153 15.85
 83     37.57726    -32.09166 17.831
 84     37.88876     34.68825 15.749
 85     22.38842   -279.37205 16.86
 86     25.59166    129.26351 19.117
 87     24.03880      0.70780 13.75
 88     24.99206    218.93970 20.03
 89     18.63724     69.57677 14.196
 90     13.30804     26.48547 19.828
 91      6.65428    -66.32198 20.57
 92      0.62826     -1.91780 20.65
 93     -0.04369    -68.04980 20.74
 94      1.51999    142.87422 18.191
 95     -0.55253     62.81020 15.214
 96     -9.39254    -56.85417 19.45
 97    -15.09493    106.69327 16.33
 98    -20.43424   -243.40765 16.33
 99    -18.26125      9.06082 16.858
 100    -18.00002     84.22886 19.834
 101    -20.67278    -15.13157 19.85
 102    -24.10746    179.51984 18.24
 103    -33.59623   -361.45487 20.38
 104    -38.58546   -274.66016 15.94
 105    -36.28864    222.50084 20.594
 106    -39.26498     87.13982 20.079
 107    -42.63729    -38.75334 18.42
 108    -47.51658    133.90087 19.835
 109    -53.43873   -205.14974 19.46
 110    -50.84454     92.39149 17.265
 111    -52.38751     46.05882 20.49
 112    -54.53710   -141.89818 20.51
 113    -53.08637    106.53853 20.745
 114    -55.69207     80.79735 20.14
 115    -61.31366   -228.58953 18.02
 116    -67.76237   -365.28531 19.84
 117    -63.80453    197.03741 19.881
 118    -70.65855    -58.09853 16.58
 119    -71.08910     87.19726 17.12
 120    -82.28951   -198.21801 19.21
 121    -82.63087    167.93797 19.272
 122    -85.34873    -51.80804 18.19
 123    -86.75150   -196.06115 20.67
 124    -84.03538    173.84100 17.966
 125    -84.76624    256.35261 20.681
 126    -88.32706     48.80985 20.227
 127    -93.45623    196.73011 18.166
 128    -98.25813     17.44616 16.28
 129   -104.02771    -95.41875 20.27
 130   -106.06974    163.20364 20.516
 131   -108.69859     33.13320 19.721
 132   -112.09262   -301.45431 18.63
 133   -110.52660    -13.92049 18.8
 134   -116.08205    -71.88575 17.32
 135   -122.05360   -179.35177 20.57
 136   -122.63644    -52.16423 16.44
 137   -122.73766    -59.72434 16.59
 138   -128.02369     -5.08180 18.35
 139   -127.61077    119.62275 20.288
 140   -130.18953   -151.85626 17.12
 141   -128.38023     56.87387 17.3
 142   -141.05728      5.34366 19.71
 143   -146.36807    206.14559 17.934
 144   -153.80912   -192.20421 20.42
 145   -155.85169   -183.17082 17.78
 146   -154.72803    -13.17714 15.88
 147   -156.01124     -3.89078 20.12
 148   -161.77106   -285.31090 18.56
 149   -158.98447    129.98951 18.394
 150   -159.18364    115.58922 17.691
 151   -170.95793   -157.27129 17.47
 152   -172.69054    -87.39765 19.0
 153   -175.10709    189.76331 17.736
 154   -180.38413   -281.88139 18.93
 155   -180.83246     16.95456 20.042
 156   -184.76235   -250.81994 20.25
 157   -183.80787   -140.01020 20.86
 158   -189.15548    -61.61034 20.36
 159   -197.07712   -278.73960 15.26
 160   -197.83896   -223.15667 19.89
 161   -202.79054     26.24364 20.41
 162   -206.30653   -253.84300 20.32
 163   -212.39433     22.91510 19.891
 164   -215.69195     28.34525 18.92
 165   -220.18250   -118.72321 19.43
 166   -225.55121   -206.82541 19.84
 167   -223.47942     84.05920 20.553
 168   -225.87430   -150.59384 20.33
 169   -229.48458      2.14772 19.91
 170   -230.71764     -8.36666 19.85
 171   -230.35930     89.26627 19.781
 172   -231.07476     45.30879 20.015
 173   -235.66062    -80.91641 16.68
 174   -245.54210    -76.94014 19.32
 175   -249.66812   -196.54103 16.67
 176   -251.08338    -48.18748 20.16
 177   -251.19469    109.88876 20.109
 178   -259.31118      4.21125 19.25
 179   -265.07422     -1.52531 20.76
 180   -270.22616   -165.94934 20.22
 181   -275.26263    -89.02846 20.31
 182   -283.25329    -32.70678 20.22
 183   -287.49305     39.67946 17.751
 184   -293.39581   -147.39153 19.88
 185   -297.21897   -141.78489 18.46
 186   -306.73923    -14.87221 20.24
 187    336.18791    -24.81482 20.229
 188    331.61488     -3.99404 18.646
 189    327.59801   -111.98360 17.637
 190    323.96179   -141.63792 19.931
 191    320.28969     -8.03143 17.923
 192    320.20722      1.94084 18.231
 193    306.65190    -64.76820 17.667
 194    305.67686    -48.42165 19.92
 195    293.51121    -26.93531 17.009
 196    287.80963   -193.96225 15.673
 197    288.39477     -2.47886 20.551
 198    286.35203    -67.23824 18.985
 199    280.54345     26.33978 19.628
 200    272.59643   -129.88255 18.734
 201    271.81223   -187.91300 18.339
 202    273.08389    101.45317 20.23
 203    272.99713    119.34543 19.261
 204    269.19401     28.20166 18.043
 205    266.17245   -204.42446 17.477
 206    264.82147   -249.81768 18.97
 207    268.07295    136.85254 19.425
 208    266.38536    154.85634 16.994
 209    265.02417    147.80331 20.665
 210    260.90866    -64.80442 14.234
 211    259.65735    -30.56561 19.911
 212    260.49586     71.81691 19.838
 213    255.48607   -105.29292 17.973
 214    251.90058   -223.07779 17.604
 215    250.02228    103.91517 14.367
 216    244.25378   -176.80184 19.788
 217    246.17741     54.78293 19.997
 218    245.70605    144.53217 17.309
 219    239.85925   -216.10514 19.724
 220    236.01040   -255.84167 20.551
 221    237.02219   -119.33119 19.617
 222    235.79535   -125.05280 19.79
 223    237.46137    149.94868 19.116
 224    231.09231   -183.83186 17.782
 225    230.48710   -140.01856 19.824
 226    231.33042     53.69632 17.057
 227    226.85636   -276.02013 14.336
 228    225.02882     16.55616 18.004
 229    219.05009   -214.37342 18.33
 230    216.77344   -260.41345 19.636
 231    215.75290     -0.38292 19.431
 232    211.93415    -44.40423 19.85
 233    211.65788     46.42444 19.768
 234    211.28895    198.95746 19.958
 235    207.31893   -173.09650 19.756
 236    210.11606    173.11144 19.642
 237    205.04419   -177.66461 19.569
 238    201.78629   -249.51531 19.085
 239    201.66269     -9.28653 19.441
 240    199.33306   -176.82701 18.188
 241    199.15183   -132.90660 17.666
 242    199.10793     71.24986 19.455
 243    193.22576   -253.20926 20.061
 244    191.95896   -195.24706 20.313
 245    189.61146    -96.96312 15.349
 246    179.26161   -271.40367 20.402
 247    182.85277    161.27577 19.775
 248    181.05256     16.12623 19.501
 249    170.91754    -73.06709 20.406
 250    165.95685   -208.67240 20.009
 251    165.50023   -237.47184 18.696
 252    163.60569   -284.37738 18.671
 253    164.27679   -190.95805 20.139
 254    160.07519   -173.38435 19.021
 255    158.82922   -196.78274 19.752
 256    156.61612   -113.90770 19.263
 257    155.55411   -135.39835 20.243
 258    152.22014   -117.86207 20.113
 259    149.64265   -337.27935 17.111
 260    150.59708    -37.36393 18.32
 261    148.02193    246.53567 20.394
 262    142.86476   -310.52300 19.539
 263    140.97344   -115.68837 20.594
 264    137.04670   -345.07634 20.191
 265    141.14226    137.21170 19.126
 266    140.44620     70.36044 16.208
 267    139.35334    225.62993 19.88
 268    133.99137   -324.15682 17.947
 269    134.38596   -197.90495 20.117
 270    133.81222   -257.26843 19.401
 271    133.53258    -68.12383 18.217
 272    133.31223    -54.01157 19.898
 273    129.20094   -231.01933 20.266
 274    128.45235   -303.91870 14.898
 275    131.99403    168.18209 19.438
 276    130.43912    143.01975 20.383
 277    127.76975    -25.09754 17.391
 278    124.98356    230.28966 20.094
 279    122.28500    -44.02787 19.92
 280    124.38503    214.52225 19.419
 281    116.80669   -338.25092 20.152
 282    118.05823   -151.66375 20.488
