# uv_matched
1.000000	331.293510	-80.361720	18.364000	5309184794605855744.000000	2.676300
2.000000	327.032680	-70.884280	19.088000	5309184794605856768.000000	2.713400
3.000000	320.238270	-13.053330	20.435000	5309184794605863936.000000	2.816300
4.000000	316.362520	-89.401330	20.318000	5309184691532492800.000000	3.015100
5.000000	314.195320	-16.856500	16.459000	5309187749543362560.000000	2.260800
6.000000	294.164360	65.552580	20.346000	5309187852622625792.000000	2.939600
7.000000	289.615950	6.377300	18.068000	5309187749543362560.000000	2.396300
8.000000	283.390980	-181.963310	20.348000	5309183179698132992.000000	2.604100
9.000000	278.065410	-200.817340	20.587000	5309183110978775040.000000	2.869400
10.000000	271.278190	-97.196510	18.348000	5309187612104392704.000000	2.482800
11.000000	271.766220	43.454960	16.444000	5309187818262886400.000000	2.093000
12.000000	266.556810	-36.707840	20.308000	5309187646464138240.000000	2.771600
13.000000	263.767150	-3.582800	20.318000	5309187813947817984.000000	2.696800
14.000000	256.901940	-105.595070	19.659000	5309187612104389632.000000	2.784200
15.000000	245.180830	-205.799590	19.103000	5309183145338387456.000000	2.538900
16.000000	244.322800	-9.057710	20.503000	5309187715183616000.000000	2.883200
17.000000	239.830820	-138.578700	20.183000	5309186134635632640.000000	2.811700
18.000000	236.964680	-164.350180	19.056000	5309186130320542720.000000	2.647500
19.000000	233.338810	-285.556830	18.125000	5309182973545556992.000000	2.621200
20.000000	225.326290	15.596220	18.793000	5309187715183617024.000000	2.888200
21.000000	221.878550	-244.607170	15.713000	5309183145338379264.000000	2.432000
22.000000	221.334480	13.622190	18.531000	5309187715183616000.000000	2.460800
23.000000	211.969020	-42.200300	16.783000	5309187680823869440.000000	2.457800
24.000000	207.249480	-113.653790	18.279000	5309186134635631616.000000	2.845400
25.000000	207.615350	28.113930	20.171000	5309187921342046208.000000	2.628900
26.000000	196.749390	-160.691640	20.123000	5309186100275886080.000000	3.048200
27.000000	192.168840	113.058730	19.260000	5309188093140615168.000000	2.906800
28.000000	188.961960	-101.101460	17.758000	5309186203355107328.000000	2.684700
29.000000	188.506600	-127.668930	20.177000	5309186203355104256.000000	2.810300
30.000000	183.304140	-294.522810	18.999000	5309183007899416576.000000	2.567000
31.000000	181.015180	-202.287770	17.574000	5309185997196664832.000000	2.520100
32.000000	180.043200	-256.718720	19.509000	5309185997196658688.000000	2.782700
33.000000	179.984830	-113.078370	20.361000	5309186203355104256.000000	4.647100
34.000000	181.886580	167.287690	20.471000	5309188127500492800.000000	3.176200
35.000000	177.602950	-165.383600	19.002000	5309186100275884032.000000	3.904500
36.000000	175.447910	-133.736990	19.136000	5309186168995363840.000000	2.661100
37.000000	173.624810	-268.843130	16.714000	5309185962836917248.000000	2.529800
38.000000	176.763410	122.689760	20.710000	5309188093140614144.000000	2.795700
39.000000	170.627430	39.068800	19.085000	5309187921341915136.000000	4.653200
40.000000	169.901920	-4.886420	18.884000	5309187886982298624.000000	2.641100
41.000000	168.395590	-30.732740	18.245000	5309187886982295552.000000	2.661000
42.000000	167.648370	74.208210	15.901000	5309187990061394944.000000	2.318600
43.000000	166.271760	89.365760	19.680000	5309187985746579456.000000	2.841000
44.000000	162.247440	58.554160	19.276000	5309187990067276800.000000	2.691700
45.000000	162.425510	144.666060	20.461000	5309188093140615168.000000	2.961200
46.000000	160.278960	14.456240	20.230000	5309187886982300672.000000	3.217300
